#separator:tab
#html:false
#notetype column:1
#deck column:2
Verbe fort	Allemand::Verbes irréguliers	Verzeihen	Verzieh	Hat verziehen	Verzeiht	Pardonner	
Verbe fort	Allemand::Verbes irréguliers	Wachsen	Wuchs	Ist gewachsen	Wächst	Grandire, croître, pousser	
Verbe fort	Allemand::Verbes irréguliers	Waschen	Wusch	Hat gewaschen	Wäscht	Laver	
Verbe fort	Allemand::Verbes irréguliers	Weisen	Wies	Hat gewiesen	Weist	Indiquer, désigner	
Verbe fort	Allemand::Verbes irréguliers	Werben	Warb	Hat geworben	Wirbt	Faire de la publicité	
Verbe fort	Allemand::Verbes irréguliers	Werfen	Warf	Hat geworfen	Wirft	Lancer, jeter	
Verbe fort	Allemand::Verbes irréguliers	Wiegen	Wog	Hat gewogen	Wiegt	Peser	
Verbe fort	Allemand::Verbes irréguliers	Ziehen	Zog	Hat/ist gezogen	Zieht	Tirer (hat) / passer (direction), aller, déménager (ist)	
Verbe fort	Allemand::Verbes irréguliers	Zwingen	Zwang	Hat gezwungen	Zwingt	Obliger, forcer	
Verbe faible irrégulier	Allemand::Verbes irréguliers	Brennen	Brannte	Hat/ist gebrannt	Brennt	Brûler	
Verbe faible irrégulier	Allemand::Verbes irréguliers	Bringen	Brachte	Hat gebracht	Bringt	Apporter	
Verbe faible irrégulier	Allemand::Verbes irréguliers	Denken	Dachte	Hat gedacht	Denkt	Penser	
Verbe faible irrégulier	Allemand::Verbes irréguliers	Kennen	Kannte	Hat gekannt	Kennt	Connaître	
Verbe faible irrégulier	Allemand::Verbes irréguliers	Nennen	Nannte	Hat genannt	Nennt	Nommer	
Verbe faible irrégulier	Allemand::Verbes irréguliers	Rennen	Rannte	Ist gerannt	Rennt	Courir	
Verbe faible irrégulier	Allemand::Verbes irréguliers	Senden	Sandte (sendete)	Hat gesandt (gesendet)	Sendet	Envoyer	
Verbe faible irrégulier	Allemand::Verbes irréguliers	Wenden	Wandte (wendete)	Hat gewandt (gewendet)	Wendet	Tourner	
Verbe fort	Allemand::Verbes irréguliers	Erbleichen	Erblich	Ist erblichen	Erbleicht	Pâlir	
Verbe fort	Allemand::Verbes irréguliers	Erlöschen	Erlosch	Ist erloschen	Erlischt	S'éteindre	
Verbe fort	Allemand::Verbes irréguliers	Gebären	Gebar	Hat geboren	Gebiert	Mettre au monde	
Verbe fort	Allemand::Verbes irréguliers	Genesen	Genas	Ist genesen	Genest	Guérir	
Verbe fort	Allemand::Verbes irréguliers	Mahlen	Mahlte	Hat gemahlen	Mahlt	Moudre	
Verbe fort	Allemand::Verbes irréguliers	Quellen	Quoll	Ist gequollen	Quillt	Sourdre	
Verbe fort	Allemand::Verbes irréguliers	Salzen	Salzte	Hat gesalzen	Salzt	Saler	
Verbe fort	Allemand::Verbes irréguliers	Schelten	Schalt	Hat gescholten	Schilt	Gronder	
Verbe fort	Allemand::Verbes irréguliers	Sieden	Sott	Hat gesotten	Siedet	Bouillir	
Verbe fort	Allemand::Verbes irréguliers	Spalten	Spaltete	Hat gespalten	Spaltet	Diviser	
Verbe fort	Allemand::Verbes irréguliers	Weichen	Wich	Ist gewichen	Weicht	Céder, s'écarter	
