#separator:tab
#html:false
#notetype column:1
#deck column:2
Basique	Français::Citations	G, dureté divine du travail	Le père des Dieux lui-même a voulu rendre la culture des champs difficile.
Basique	Français::Citations	G, puissance du travail à vaincre	Tous les obstacles furent vaincus par un travail acharné et par le besoin pressant en de dures circonstances.
Basique	Français::Citations	G, importance de la piété	Avant tout, honore les dieux
Basique	Français::Citations	G, incitation au travail avec connaissances	Au travail donc, ô cultivateurs ! Apprenez les procédés de culture propres à chaque espèce; adoucissez, en les cultivant, les fruits sauvages; que vos terres ne restent pas en friche.
Basique	Français::Citations	G, périodicité du travail	Le travail des laboureurs revient toujours en un cercle, et l’année en se déroulant le ramène avec elle sur ses traces.
Basique	Français::Citations	G, Spécificité des terres pour des travaux	Au reste toute terre ne peut porter toute espèce de plantes.
Basique	Français::Citations	G, Bonheur par connaissance et maîtrise	Heureux qui a pu connaître les causes des choses et qui a mis sous ses pieds toutes les craintes.
Basique	Français::Citations	G, Force de l'amour	Que n’ose point un jeune homme, lorsque le dur amour fait circuler dans ses os son feu puissant ?
Basique	Français::Citations	G, Échec du travail face à la maladie	Que leur servent leur labeur et leurs bienfaits ? Que leur sert d'avoir retourné avec le soc de lourdes terres ?
Basique	Français::Citations	G, Nécéssité de maîtriser les abeilles	Enlève leurs ailes aux rois ; les rois restant tranquilles, personne n'osera prendre son essor ni arracher du camp les enseignes
Basique	Français::Citations	G, désir d'amasser des abeilles	les abeilles de Cécrops sont tourmentées d'un désir inné d'amasser, chacune dans son emploi.
Basique	Français::Citations	G, nécéssité de la violence dans l'apiculture	Quand tu auras fait quitter le champ de bataille aux deux chefs, livre à la mort celui qui t'a paru le plus faible
Basique	Français::Citations	G, Bonheur dans la frugalité, Tarente	Avec ces richesses, il s'égalait, dans son âme, aux rois
Basique	Français::Citations	G, Avance sur les saisons, Tarente	Il était le premier à cueillir la rose au printemps et les fruits en automne
Basique	Français::Citations	CO, envie de ne plus penser	La tentation la plus difficile à repousser est celle de renoncer tout à fait à penser : on sent si bien que c’est l’unique façon de ne plus souffrir.
Basique	Français::Citations	CO, écrasement de la raison d'être	Il me semblait que j’étais née pour attendre, recevoir, exécuter des ordres.
Basique	Français::Citations	CO, compréhension par le travail	J’y ai compris bien des choses qu’auparavant je ne faisais qu’entrevoir, j’y ai rectifié des idées fausses, j’y ai fait bien des observations, les unes réconfortantes, les autres décourageantes.
Basique	Français::Citations	CO, manque de réflexion sur l'organisation	J’ai été scandalisée de voir qu’on n’y a même pas mis en question le principe [...] de l’économie dirigée par un pouvoir central qui manipule à son gré les masses travailleuses
Basique	Français::Citations	CO, absence de combat politique dans les usines	Dans mon usine, [...], je n’y ai pas entendu une seule fois parler de questions sociales, ni de syndicat, ni de parti
Basique	Français::Citations	CO, plaintes et absence de résistance	On se plaint [...], mais ce sont des plaintes, voilà tout. Quant à l’idée de résister tant soit peu, elle ne vient à personne
Basique	Français::Citations	CO, opposition pensée / travail	Penser, c’est aller moins vite
Basique	Français::Citations	CO, humanité par le travail et la création	Ceux qui vivent de sensations ne sont, matériellement et moralement, que des parasites par rapport aux hommes travailleurs et créateurs qui seuls sont des hommes
Basique	Français::Citations	CO, nécéssité d'une préoccupation sur l'organisation du travail	il faudrait que leur préoccupation dominante soit non d'augmenter toujours le rendement au maximum, mais d'organiser les conditions de travail les plus humaines compatibles avec le rendement indispensable à l'existence de l'usine.
Basique	Français::Citations	CO, incompréhension dirigeants-dirigés	On ne comprend jamais tout à fait ceux à qui on donne des ordres. On ne comprend jamais tout à fait non plus ceux de qui on reçoit des ordres.
Basique	Français::Citations	CO, contrainte par la nécéssité	la pression de la nécessité est toujours largement assez puissante pour maintenir l'ordre
Basique	Français::Citations	CO, nécéssité de l'éducation dans le travail	À mon avis le travail doit tendre, dans toute la mesure des possibilités matérielles, à constituer une éducation.
Basique	Français::Citations	CO, travail et ordre et liberté	L'organisation du travail doit réaliser la combinaison de l'ordre et de la liberté.
Basique	Français::Citations	CO, pression perpétuelle du travail, sans but	Il faut serrer les dents. Tenir. Comme un nageur sur l'eau. Seulement avec la perspective de nager toujours, jusqu'à la mort.
Basique	Français::Citations	CO, asservissement à autrui par le travail	On est une chose livrée à la volonté d'autrui.
Basique	Français::Citations	CO, conscience et souffrance	La seule ressource pour ne pas souffrir, c’est de sombrer dans l’inconscience.
Basique	Français::Citations	CO, buts de la rationalisation	Dès son origine, la rationalisation a été essentiellement une méthode pour faire travailler plus, plutôt qu'une méthode pour travailler mieux.
Basique	Français::Citations	CO, capitalistes et humanité	Concilier les exigences de la fabrication et les aspirations des hommes qui fabriquent est un problème que les capitalistes résolvent facilement en supprimant l'un des termes : ils font comme si les hommes n'existaient pas
Basique	Français::Citations	CO, solidarité ouvrière selon Taylor 	Il faut détruire la solidarité ouvrière au moyen de primes et de la concurrence [d’après Taylor]
Basique	Français::Citations	CO, monotonie et souffrance	La monotonie du travail commence toujours par être une souffrance
Basique	Français::Citations	CO, difficulté de la parole et pensée ouvrières	Les ouvriers eux-mêmes peuvent très difficilement écrire, parler ou même réfléchir à ce sujet, car le premier effet du malheur est que la pensée veut s'évader
Basique	Français::Citations	CO, besoin de s'approprier	Rien n'est si puissant chez l'homme que le besoin de s'approprier, non pas juridiquement mais par la pensée, les lieux et les objets parmi lesquels il passe sa vie et dépense la vie qu'il a en lui
